ts,x,y,h,latitude,longitude,altitude,mach,tas,vertical_rate,heading,fuel,mass
0.0,16623.60675659954,-139717.04123974254,30.48000030358548,32.915719999099196,-97.02596999893088,100.0,0.2296,151.85,1883.0,353.41,75.52,66224.0
42.0,16252.76442119401,-136505.70560306712,430.1000877826575,32.944605866061664,-97.02988492514545,1411.0,0.2358,155.22,1839.0,338.41,75.07,66149.0
84.0,15036.129574120601,-133430.8442106563,820.5458580803441,32.97227651908817,-97.04287087479835,2692.0,0.2506,164.21,1874.0,323.41,74.36,66075.0
125.0,12950.171627698817,-130620.79752218026,1218.4114877300137,32.99757518275478,-97.06519007324316,3997.0,0.2768,180.56,1980.0,308.41,73.19,66002.0
167.0,9933.879591206101,-128229.02445470866,1638.71239455644,33.01911725778779,-97.09750485625042,5376.0,0.2808,182.26,1905.0,319.9,72.49,65929.0
209.0,7429.578056235711,-125254.91414508842,2043.0325075707594,33.04588447106509,-97.12433843729507,6703.0,0.2913,188.21,1878.0,334.9,71.54,65858.0
251.0,5725.65766749894,-121617.18779842848,2441.597929320972,33.07860985687311,-97.14259506747061,8010.0,0.3114,200.24,1903.0,349.9,70.15,65788.0
293.0,4976.027099882253,-117408.15272611404,2845.5414981162276,33.116466386667966,-97.15061684326872,9336.0,0.3524,225.51,1995.0,4.9,67.77,65720.0
334.0,5387.609575271723,-112608.71594313766,3269.1286892636876,33.15962673681281,-97.14616892127378,10725.0,0.3996,254.41,2029.0,19.9,64.91,65655.0
376.0,7238.703173496714,-107495.54152700576,3699.858208890729,33.20559958282478,-97.12624295360021,12139.0,0.4605,291.65,1989.0,4.9,61.4,65594.0
418.0,7771.792566545581,-101279.22039131887,4122.140758921825,33.261500498270216,-97.12045938016423,13524.0,0.5371,338.35,1800.0,350.77,57.41,65536.0
460.0,6609.93903925222,-94126.60210153022,4504.156689920416,33.325833399391904,-97.1329017516075,14777.0,0.6366,399.14,1300.0,351.53,52.86,65483.0
501.0,5348.99249570297,-85658.81844431294,4780.032425199737,33.401993117695135,-97.14642195927644,15683.0,0.7041,439.9,800.0,350.78,50.03,65433.0
543.0,3836.053256059204,-76335.85366985452,4949.767964704702,33.48584313226836,-97.16267918268302,16239.0,0.7203,449.1,689.0,349.83,49.28,65384.0
585.0,2133.2109583178353,-66843.05270624657,5096.082574912786,33.571218780963726,-97.18101729646021,16719.0,0.7242,450.69,692.0,349.58,49.02,65335.0
627.0,382.6339925885429,-57324.320620503124,5242.910201718789,33.65682492073771,-97.19990759440783,17201.0,0.7281,452.26,694.0,349.62,48.74,65286.0
669.0,-1367.3991387430806,-47771.158185436056,5390.256318293534,33.74273773275149,-97.21882710670677,17685.0,0.732,453.82,697.0,349.77,48.47,65238.0
710.0,-3097.889202020699,-38180.44460531763,5538.126670407564,33.828985374303564,-97.23757657691456,18170.0,0.7359,455.37,699.0,349.84,48.19,65190.0
752.0,-4822.023832108463,-28554.966838088214,5686.527298909089,33.91554282185514,-97.25629539715405,18657.0,0.7398,456.89,702.0,349.72,47.91,65142.0
794.0,-6572.155951558689,-18900.96047844331,5835.4645645802675,34.0023538140501,-97.27533468354433,19145.0,0.7437,458.4,704.0,349.69,47.62,65094.0
836.0,-8334.563885267893,-9216.42350233798,5984.945175704408,34.08943633146274,-97.29454668391102,19636.0,0.7475,459.88,707.0,349.68,47.34,65047.0
878.0,-10104.510220281943,498.9867659923827,6134.976218736172,34.17679345189227,-97.31388064995242,20128.0,0.7513,461.33,709.0,349.8,47.04,65000.0
919.0,-11859.078634855883,10248.843785325578,6285.565192539834,34.26445747433846,-97.33308785690866,20622.0,0.7552,462.76,712.0,349.82,46.75,64953.0
961.0,-13614.672819701587,20029.526620463774,6436.7200467505245,34.35239565445406,-97.35234693414115,21118.0,0.7589,464.15,546.0,349.8,44.59,64908.0
1003.0,-15379.995915013184,29841.640537219926,6552.619084841503,34.440613299082564,-97.37175327887125,21498.0,0.7618,465.21,46.0,349.86,38.62,64870.0
